0.00000000	0.68001393
0.00000000	0.68001349
0.00000000	0.68002188
0.00000000	0.68006167
0.00000000	0.68007493
0.00000000	0.68008864
0.00000000	0.68003634
0.00000000	0.68002706
0.00000000	0.68004076
0.00000000	0.68004650
0.00000000	0.68007081
0.00000000	0.68005888
0.00000000	0.68006905
0.00000000	0.68000007
0.00000000	0.68000405
0.00000000	0.68002439
0.00000000	0.68004162
0.00000000	0.68006682
0.00000000	0.68005665
0.00000000	0.68000467
0.00000000	0.68001263
0.00000000	0.68004313
0.00000000	0.68005148
0.00000000	0.68004441
0.00000000	0.67998606
0.00000000	0.68000199
0.00000000	0.68001127
0.00000000	0.68000995
0.00000000	0.68000919
0.00000000	0.68004102
500.00000000	459.81968000
500.00000000	459.78218600
500.00000000	459.73454600
500.00000000	459.70940200
500.00000000	459.68208300
500.00000000	459.65208800
500.00000000	459.64106000
500.00000000	459.60224200
500.00000000	459.58459800
500.00000000	459.57533400
500.00000000	459.55477100
500.00000000	459.52609900
500.00000000	459.51727700
500.00000000	459.50652100
500.00000000	459.48226000
500.00000000	459.46682100
500.00000000	459.45597200
500.00000000	459.42818200
500.00000000	459.44803200
500.00000000	459.41097900
500.00000000	459.41627200
500.00000000	459.39509900
500.00000000	459.35187000
500.00000000	459.38760000
500.00000000	459.35936900
500.00000000	459.35847700
500.00000000	459.34347900
500.00000000	459.34789000
500.00000000	459.32409000
500.00000000	459.31923800
1000.00000000	921.22814900
1000.00000000	921.13375100
1000.00000000	921.06890900
1000.00000000	920.98774500
1000.00000000	920.92069600
1000.00000000	920.89202400
1000.00000000	920.85276600
1000.00000000	920.78573300
1000.00000000	920.72000800
1000.00000000	920.66566900
1000.00000000	920.68772400
1000.00000000	920.62685100
1000.00000000	920.61233000
1000.00000000	920.57395300
1000.00000000	920.51705000
1000.00000000	920.50686100
1000.00000000	920.47245500
1000.00000000	920.43010900
1000.00000000	920.40590700
1000.00000000	920.38649800
1000.00000000	920.39046800
1000.00000000	920.32524300
1000.00000000	920.33582900
1000.00000000	920.24452000
1000.00000000	920.25943500
1000.00000000	920.27619700
1000.00000000	920.24046700
1000.00000000	920.23483500
1000.00000000	920.20484000
1000.00000000	920.17396200
1500.00000000	1382.94622000
1500.00000000	1382.75389000
1500.00000000	1382.69876000
1500.00000000	1382.57833000
1500.00000000	1382.57180000
1500.00000000	1382.28376000
1500.00000000	1382.18230000
1500.00000000	1382.17297000
1500.00000000	1382.30928000
1500.00000000	1381.94801000
1500.00000000	1382.21128000
1500.00000000	1381.90692000
1500.00000000	1381.70974000
1500.00000000	1382.09359000
1500.00000000	1381.80511000
1500.00000000	1381.57000000
1500.00000000	1381.76278000
1500.00000000	1381.85101000
1500.00000000	1381.70367000
1500.00000000	1381.80292000
1500.00000000	1381.63750000
1500.00000000	1381.33446000
1500.00000000	1381.48497000
1500.00000000	1381.46380000
1500.00000000	1381.33681000
1500.00000000	1381.45547000
1500.00000000	1381.27153000
1500.00000000	1381.27646000
1500.00000000	1381.26411000
1500.00000000	1381.22926000
2000.00000000	1844.94457000
2000.00000000	1845.22159000
2000.00000000	1844.31467000
2000.00000000	1844.48185000
2000.00000000	1844.04186000
2000.00000000	1844.13714000
2000.00000000	1843.85395000
2000.00000000	1844.09620000
2000.00000000	1844.10943000
2000.00000000	1843.66965000
2000.00000000	1844.09960000
2000.00000000	1843.92978000
2000.00000000	1843.95271000
2000.00000000	1843.68669000
2000.00000000	1843.47981000
2000.00000000	1843.56273000
2000.00000000	1843.42278000
2000.00000000	1843.40028000
2000.00000000	1843.33103000
2000.00000000	1843.41078000
2000.00000000	1843.22772000
2000.00000000	1842.92865000
2000.00000000	1843.28900000
2000.00000000	1843.35472000
2000.00000000	1842.97404000
2000.00000000	1842.95206000
2000.00000000	1843.21937000
2000.00000000	1842.96265000
2000.00000000	1843.16872000
2000.00000000	1843.14446000
2500.00000000	2308.13272000
2500.00000000	2308.64308000
2500.00000000	2307.39165000
2500.00000000	2307.98097000
2500.00000000	2307.70881000
2500.00000000	2307.45782000
2500.00000000	2307.33342000
2500.00000000	2307.13922000
2500.00000000	2307.18112000
2500.00000000	2306.48990000
2500.00000000	2307.13995000
2500.00000000	2307.06541000
2500.00000000	2307.35477000
2500.00000000	2307.28815000
2500.00000000	2306.02966000
2500.00000000	2305.91585000
2500.00000000	2306.22757000
2500.00000000	2306.20640000
2500.00000000	2305.97834000
2500.00000000	2305.79053000
2500.00000000	2305.84655000
2500.00000000	2305.95992000
2500.00000000	2305.97568000
2500.00000000	2305.77189000
2500.00000000	2305.66955000
2500.00000000	2306.00460000
2500.00000000	2304.75802000
2500.00000000	2305.45453000
2500.00000000	2305.04213000
2500.00000000	2305.02360000
3000.00000000	2774.32836000
3000.00000000	2773.52157000
3000.00000000	2773.38703000
3000.00000000	2773.31734000
3000.00000000	2772.89079000
3000.00000000	2772.59449000
3000.00000000	2772.37173000
3000.00000000	2772.53361000
3000.00000000	2772.71964000
3000.00000000	2771.43998000
3000.00000000	2771.19296000
3000.00000000	2772.40790000
3000.00000000	2772.24513000
3000.00000000	2772.25440000
3000.00000000	2770.52575000
3000.00000000	2771.17991000
3000.00000000	2770.66073000
3000.00000000	2770.95936000
3000.00000000	2771.48781000
3000.00000000	2770.83497000
3000.00000000	2770.72248000
3000.00000000	2771.09963000
3000.00000000	2770.77983000
3000.00000000	2770.47059000
3000.00000000	2771.49132000
3000.00000000	2770.52882000
3000.00000000	2770.47260000
3000.00000000	2769.86167000
3000.00000000	2769.82064000
3000.00000000	2769.19866000
